Serial Number,address,attributes,business_id,Category 1,Category 2,Category 3,Event Planning & Caterers,Cuisine,Cuisine 2,Cuisine 3,Cuisine 4,Cuisine5,Cuisine6,Cuisine Type 1,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
2828,2817 N Central Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, False, True, None, True, None)",i7ip9OtxN8J9lUSjbS2Dlg,Restaurant,,,,American,,,,,,,Phoenix,,1,33.479418,-112.0732961,Subway,,85004,17,3.5,AZ
2829,3332 W Bell Rd,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, True, True, 1, True, True, True, None, True, no)",6nRbHreAZzP_RDqUyD1FPg,Restaurant,,,,Chinese,,,,,,,Phoenix,"(11:0-10:0, 11:0-22:0, 12:0-22:0, 12:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0)",1,33.6398056,-112.1310475,Pong Pong,,85053,77,3.5,AZ
2830,15610 N 35th Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, quiet, None, False, casual, None, False, True, 1, True, False, True, None, True, free)",1_XieTGcu829D7eN_cHiow,Restaurant,,,,American,,,,,,,Phoenix,"(10:0-18:0, 10:0-18:0, 10:0-18:0, None, 10:0-18:0, 10:0-18:0, 10:0-18:0)",0,33.627324,-112.134581,Villa Deli,,85053,75,4,AZ
2831,"18631 N 19th Ave, Ste 100","(None, None, none, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, True, True, 1, False, False, True, None, True, no)",#NAME?,Restaurant,,,,Mexican,,,,,,,Phoenix,,0,33.65596,-112.098494,Burrito Bandito,,85027,21,3,AZ
2832,3515 W Northern Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, False, True, 1, True, True, True, None, None, no)",sJ7Z2pgCtm6Uz0ddFAiLlw,Restaurant,,,,Thai,,,,,,,Phoenix,"(10:30-21:0, 10:30-21:0, 10:30-21:0, None, 10:30-21:0, 10:30-21:0, 10:30-21:0)",0,33.55204154,-112.1345641,Karen Thai Cuisine,,85051,29,3.5,AZ
2833,3134 E Indian School Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, True, free)",2DUdvdQE8FOxCHHp59HHzw,Restaurant,,,,American,,,,,,,Phoenix,"(7:30-15:30, 7:30-15:30, 8:0-14:30, None, 7:30-15:30, 7:30-15:30, 7:30-15:30)",1,33.49586001,-112.0147426,Bertha's Caf̩,,85018,369,4.5,AZ
2834,"21001 N Tatum Blvd, Ste 36-1160","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, False, None, None, None, False, False, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, True, casual, None, True, True, 2, False, True, True, no, True, free)",l8tSrCIwIyRMBHUiZ9By4A,Pub,,Sports bar,,American,,,,,,,Phoenix,"(11:0-22:30, 11:0-21:30, 11:0-22:30, 11:0-21:30, 11:0-21:30, 11:0-21:30, 11:0-21:30)",1,33.67567991,-111.9720205,Islands Restaurant,,85050,185,4,AZ
2835,"50 W Jefferson St, Ste 160","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, False, False, True, None, None, None)",I1dZ6e1G4757Ll5CeE3Wdw,Restaurant,,,,Hawaiian,,,,,,,Phoenix,"(11:0-21:0, 11:0-20:0, 12:0-21:0, 12:0-18:0, 11:0-20:0, 11:0-20:0, 11:0-20:0)",1,33.4474844,-112.0746303,Ahipoki,,85004,34,4,AZ
2836,206 E Taylor St,"(None, None, none, None, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, False, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, None, free)",Lv2V5KqRlCl7_S6LKWkGlg,Restaurant,,,,American,,,,,,,Phoenix,"(11:0-1:0, 21:0-1:0, None, None, 21:0-1:0, 21:0-1:0, 21:0-1:0)",1,33.4534741,-112.0711732,Devil's Greens,,85004,9,3.5,AZ
2837,4046 East Thomas Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, False, True, 2, False, False, True, None, None, free)",lEgKurgXzZaMpExXtvBY7w,Restaurant,,,,American,,,,,,Barbeque,Phoenix,"(10:0-20:0, 10:0-20:0, 10:0-20:0, 10:0-20:0, 10:0-20:0, 10:0-20:0, 10:0-20:0)",1,33.480752,-111.9933964,Hog Wild Pit BBQ,,85018,119,4,AZ
2838,"3375 E Shea Blvd, C1","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, False, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, None, None, True, None, average, None, True, casual, None, False, True, 1, False, True, True, None, True, no)",_O2_jwNT_3FDaSRZ50jvrw,Restaurant,,,,American,,,,,,,Phoenix,"(7:0-14:0, None, 7:0-14:0, 7:0-14:0, 7:0-14:0, 7:0-14:0, 7:0-14:0)",1,33.5820979,-112.0086535,The Joy Bus Diner,,85028,144,4.5,AZ
2839,100 N 3rd St,"(None, None, none, None, None, None, None, False, None, True, None, None, False, None, None, None, None, None, None, False, None, None, None, False, None, average, None, False, casual, None, False, True, 2, False, False, True, None, None, paid)",ViFDeMpfxe0EdIgOhX48Kw,Restaurant,,,,Chinese,,,,,,,Phoenix,,1,33.44935109,-112.0692681,Urban Wok,,85004,6,1,AZ
2840,1612 E Bethany Home Rd,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, False, None, None, None, None, False, False, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, False, None, None, False, False, 1, False, None, False, outdoor, False, free)",Cp-clhAJs3NJRwXpXk_saw,Pub,,,,American,,,,,,,Phoenix,"(15:0-2:0, 15:0-0:0, 15:0-2:0, 15:0-22:0, 15:0-2:0, 15:0-0:0, 15:0-0:0)",1,33.523744,-112.0467307,The Whining Pig-Phoenix,,85016,360,4.5,AZ
2841,3201 W Indian School,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",1lAV0CZdveG9tYlZZfWjCA,Restaurant,,,,American,,,,,,,Phoenix,"(5:30-21:0, 5:30-21:0, 5:30-21:0, 5:30-21:0, 5:30-21:0, 5:30-21:0, 5:30-21:0)",1,33.49461084,-112.1277843,Krispy Kreme,,85017,38,2.5,AZ
2842,"7000 E Mayo Blvd, Ste 1056","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, True, True, True, None, True, free)",PQWE8a6Opjiuzt7DaX2R6Q,Restaurant,,,,Mexican,,,,,,,Phoenix,"(11:0-2:0, 11:0-2:0, 11:0-2:0, 11:0-2:0, 11:0-2:0, 11:0-2:0, 11:0-2:0)",1,33.65711237,-111.9267365,Blue Agave Mexican Cantina,,85054,351,3.5,AZ
2843,2822 N 32nd St,"(None, None, None, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, None, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, None, None, None, None, True, 2, False, None, None, None, None, None)",ZqNuleQMaEBYjAPVeaKrug,Restaurant,,,,Mexican,,,,,,,Phoenix,"(8:0-20:0, 8:0-20:0, 8:0-20:0, 8:0-18:0, 8:0-20:0, 8:0-20:0, 8:0-20:0)",1,33.4796198,-112.0134039,El Jacal Mexican Restaurant,,85008,8,5,AZ
2844,2501 N 44th St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, True, True, None, None, free)",V0GHF8CkhOovDeQKCn7YQg,Restaurant,,,,American,,,,,,,Phoenix,"(0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0)",1,33.47524,-111.9866,IHOP,,85008,117,2,AZ
2845,4306 N 7th Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, None, None, False, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}, None, None, False, None, quiet, None, True, casual, None, False, True, 1, False, False, True, None, True, no)",#NAME?,Restaurant,,,,American,,,,,,,Phoenix,"(7:0-15:0, None, 7:0-15:0, 8:0-15:0, 7:0-15:0, 7:0-15:0, 7:0-15:0)",0,33.4987692,-112.0834514,Two Hippies Breakfast Joint,,85013,53,3,AZ
2846,730 W Camelback Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, True, True, True, None, True, None)",XP0YZRa6Un25QaOH2g1ivA,Restaurant,,,,American,,,,,,Barbeque,Phoenix,"(11:0-22:0, 11:0-21:0, 11:0-22:0, 11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0)",0,33.509755,-112.08407,Circle H Barbecue,,85013,63,4,AZ
2847,5150 W Mcdowell Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 1, False, True, True, None, None, free)",dGb8W42bi3ecRGK_I7pk0Q,Restaurant,,,,American,,,,,,,Phoenix,"(8:0-2:0, 8:0-22:0, 8:0-2:0, 8:0-22:0, 8:0-22:0, 8:0-22:0, 8:0-22:0)",1,33.466563,-112.1710514,Las Cazuelas Mexican & Seafood Restaurant,,85035,39,3.5,AZ
2849,"3202 E Greenway, Ste 1629","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, False, 1, False, False, True, None, None, no)",2F2xrnxCJ_WdXfWGxJcn_g,Restaurant,,,,American,,,,,,,Phoenix,"(10:30-23:0, 10:30-22:0, 10:30-23:0, 10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0)",1,33.627322,-112.012142,Little Caesars Pizza,,85032,18,2,AZ
2850,15834 N Cave Creek Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, average, None, True, casual, None, False, False, 1, False, None, True, None, True, None)",ZOpiqtjJlcC8-VctNHE8xg,Restaurant,,,,American,,,,,,,Phoenix,"(4:0-14:0, 4:0-14:0, 4:0-14:0, 4:0-14:0, 4:0-14:0, 4:0-14:0, 4:0-14:0)",1,33.6299102,-112.0312192,The Original Rainbow Donuts,,85032,97,4.5,AZ
